rev_id,article_quality
1180949327,Stub
1180950488,Stub
1230739582,C
1240539074,Start
1186986269,Start
1234673487,Start
1241037317,C
1180949774,Start
1180950536,Start
1209148780,Stub
1217259369,Start
1240443327,Stub
1215667416,Start
1218173615,Start
1250270534,Start
1245801726,Stub
1220757834,Start
1203569345,Stub
1220281072,Stub
1176411375,Start
1212186965,Start
1226452639,Stub
1214835889,Start
1219685755,Stub
1192088820,Stub
1237478919,Stub
1226437538,Stub
1053460621,Stub
1172500304,Start
1234096174,Start
1218302579,Start
1217131488,Stub
1244337610,Stub
1242037866,Stub
1248318178,Stub
1242619010,Stub
1230623499,Stub
1214832676,Stub
1249963763,GA
1111537825,Stub
1235824554,FA
1169278443,Start
1235672021,Stub
1224118485,Stub
1226553342,Start
1226280389,Stub
1241671793,Start
1227200392,Start
1226271746,Stub
1213342432,Stub
1099284595,Stub
1232492563,Start
1186319378,Stub
1240883461,Start
1230435685,Stub
1134649751,Stub
1213344636,Stub
1248230838,Stub
1135323365,C
1143896123,Start
1186319308,Stub
1239235131,Stub
1214834266,Start
1218004839,Stub
1212579707,Stub
1218530483,Stub
1165626565,Start
1124441544,Stub
1244123151,Stub
1242000475,Start
1209524394,Stub
1213778323,Stub
1172178750,Stub
1235394946,Stub
1226279231,Start
1209514022,Stub
1177486404,Start
1233387309,Start
1186318318,Stub
1210193481,Stub
1244511083,Start
1241977204,C
1053461144,Stub
1209522689,Stub
1209514085,Stub
1217387083,Stub
1212186286,Stub
1220287872,Start
1209631313,Stub
1242307432,Stub
1242307441,Stub
1242307337,Stub
1227794006,C
1191431794,Stub
1093124425,Stub
1215901775,Stub
1213795388,Stub
1213794210,Start
1248662394,Stub
1186317568,Stub
1226060720,Start
1213870570,Start
1053469610,Stub
1213404244,Stub
1242307496,Start
1158035855,Stub
1229426851,Stub
1212181372,Stub
1181986973,Stub
1226335614,Stub
1214837789,Stub
1214841607,Stub
1194150567,Stub
1247631794,Stub
1227909121,Stub
1219179734,Stub
1142474441,Stub
1241563135,Stub
1242813942,Stub
1241563106,Stub
1241563118,Stub
1187961349,Stub
1024544204,Stub
1220287990,Start
1241977176,Stub
1242307454,Stub
1241563122,Start
1242152285,C
1242307359,Stub
1246026420,GA
1242307479,Stub
1228399791,C
1242841039,C
1154991360,Stub
1227004140,Stub
1153488959,Stub
1226309621,Stub
1240720719,Start
1242306989,Start
1247632329,Stub
1233607984,Stub
1209411144,Stub
1209411217,Stub
1250493481,C
1209413818,Stub
1218506469,Stub
1209513699,Stub
1243272129,Start
1241563130,Start
1209410923,Stub
1209539718,Start
1115715527,Stub
1118804168,Stub
1247631912,Stub
1213836084,C
1246271741,Stub
1165626399,Stub
1242306726,GA
1241563138,Stub
825090349,Stub
1227026341,C
1246340247,Stub
1250666577,C
1166331326,Start
1231276700,C
1241592542,Start
1225811362,Start
1243926512,Start
1241564686,Stub
1227620960,Stub
1209668330,Stub
1247632248,Stub
1247631631,Stub
1245130520,Stub
1248648606,Start
1188044851,Start
1247632282,Stub
1162056054,Start
1223272051,C
1245178482,Start
1241564680,Start
1250713562,Start
1067754685,Stub
1241592215,Stub
1241592526,Stub
1229623675,Start
1227458965,Start
1241563151,Stub
1227459720,Stub
1217815148,Stub
1227499891,Stub
1225784914,Stub
1148828249,Stub
1225793565,Stub
1241592202,Start
1247632301,Stub
1247514093,Stub
1225793589,Stub
1234469779,C
1232135530,Stub
1227616001,Stub
1233010330,Start
1135193654,Stub
1227515965,C
1241592535,Start
1243279888,Start
1247632342,Stub
1247632346,Stub
1227517224,C
1039135531,Start
1247632364,Stub
1225775647,Stub
1217815124,Stub
1245068036,C
1106856167,Stub
1138003698,B
1226445117,Stub
1226040049,Start
1214660728,Start
1248572448,Start
1214660921,Start
1214661551,Start
1227361697,Start
1218601969,C
1225799546,Stub
1199679676,C
1245464700,C
1016343362,Start
1217866134,C
1238199017,C
1180063729,Stub
1180063778,Stub
1096175549,Stub
1103745376,Start
1231768992,Start
1250311867,C
1222501416,Start
1191859791,C
1166892817,Stub
1195011460,C
1234698824,Stub
1210493386,C
1210433646,Start
1242262794,Start
1248788227,FA
1247590161,Start
1166890663,C
1211044406,Start
1226313476,Start
797826672,Stub
1222899462,Start
1225799869,Stub
1214660598,Stub
1240898573,Stub
1228290809,Start
1214661775,Start
1193099129,Start
1228141029,Start
1231946069,Start
1237979345,C
1224369324,Start
1214661649,Stub
1124301399,Stub
1244617588,Start
1215046038,Stub
1215044432,Start
1214662146,Start
1200893975,C
1214682376,Start
1215043825,Stub
1216075327,Start
1232067132,Stub
1244619292,GA
1214236945,Start
1223497595,Start
1215043658,C
1240224564,C
1249622641,C
1214662694,Start
1231555745,Stub
1240489075,Stub
1226351964,Start
1214670404,Start
1215044008,C
1243511026,Stub
1225140706,C
1244447844,Stub
1243510830,GA
1214986895,Start
1214670744,Start
1169137921,Start
1215045853,Stub
1217803359,Start
1214670011,Start
1242771327,C
1228353209,C
1214669503,Stub
1226152632,Start
1106829544,Stub
1233470777,Start
1215201883,Start
1215924661,Start
1237091760,C
1243336388,C
1222543352,Stub
1242552103,Stub
1242146414,Start
1215046740,Stub
1216088776,Start
1243494457,Stub
1214669611,Start
1154443829,Start
1215187552,Stub
1211047878,Start
1231556425,Stub
1215184008,Start
1215054758,Start
1243965585,Start
1236388140,Start
1243626881,Start
1215483185,Start
1215185845,Start
1161577254,Stub
1250642641,C
1250188481,C
1215054152,Stub
1228417930,C
1215186237,C
1238011369,Start
1215187415,Stub
1235730032,Start
1236098636,C
1246777408,Start
1246630894,Start
1226214871,Stub
1215185628,Start
1242810704,Start
1248404055,C
1226209962,Stub
1215186443,Stub
1248432097,Stub
1153989705,Start
1215053905,C
1215054486,Stub
1231556362,Start
1231556108,Stub
1215186109,Stub
1240906258,Start
1215186791,C
1248552155,Start
1230366514,Start
1241392879,Stub
1223484511,Stub
1239601735,Start
1240951343,Start
1240127163,Stub
1099978355,Stub
1235856770,Start
1240965677,GA
1215185462,C
1249288737,C
1242446030,Stub
1241052691,C
1243747432,Start
1187254621,Stub
1157124148,C
1247420701,C
1237483914,C
1245270394,Start
1244157806,Start
1245282668,C
1246588423,Start
1207738330,Start
1245270299,Start
1147579900,Stub
1246060446,Stub
1235219197,C
1213943020,Start
1246060690,Start
1217681945,Start
1245503366,Start
1246286594,Start
1243509483,Start
1246060699,Start
1234004989,Start
1243520102,Start
1239189558,GA
1244589428,Start
1236490430,Start
1199215674,Start
1011331249,Start
1225308278,Stub
1248447237,C
1228687346,Start
1226230854,C
1248225337,Start
1243510539,Start
1244201378,Start
1237445893,Start
1226415908,Start
1236490449,Stub
1243510550,Start
1248662299,Start
1250266366,C
1222623261,Start
1207600921,C
1067081975,Stub
1232296078,Stub
1249203876,Start
1208072134,Start
1224596001,C
1223700072,Start
1182830303,Start
1243510547,Start
1063482737,Stub
1231654401,Start
1227286508,Start
1249675761,C
1162793449,C
1206211739,Start
1194162044,C
1181612386,Start
1218302538,Stub
1248662296,Start
1142294843,Start
1148385245,Stub
1198202282,Start
1106104383,Stub
1243510572,Stub
1098344827,Stub
1146485875,Stub
1148959062,Start
1248344476,C
1177286981,Start
1177467150,C
1215486840,Stub
1243023554,Start
1215466172,Stub
1161492589,Stub
1185599926,C
1238577650,Stub
1006173162,Stub
1171757402,Stub
1241255046,C
1159628135,Stub
1158375491,Stub
1241906132,Start
1243510541,Start
1226025677,Start
1213858589,Start
1099067663,Start
1208078338,Start
1245157534,C
1213002608,C
1243520070,C
1193027962,C
1210593900,Start
1245586658,C
1208077047,Start
1243510546,GA
1213965350,Start
1245380545,Start
1246694478,Stub
1245374567,Stub
1195787872,Stub
1219928150,Stub
1241499929,Start
1227285970,Stub
1235804624,Start
1245374007,Stub
1232200030,C
1244755894,Start
1221144846,Stub
1250591636,Stub
1239617504,Stub
1175807916,Start
1245379837,Stub
1140605737,Start
1245395466,C
1245380479,B
1246126702,Stub
1242147738,Start
1237261756,Stub
1006167519,Stub
1172576081,Stub
1245375794,Stub
1232948277,Start
1233118749,Stub
1156409493,Start
1249444464,GA
1209519423,Stub
1242815841,Start
1217876419,Start
1250294465,GA
1245377984,Start
1063213013,Start
1244455253,C
1202322111,Start
1166369458,C
1245380189,Start
1236303322,Stub
1247061966,Start
1247375502,Stub
1250494329,C
1247375519,Stub
1245377291,Stub
1098699647,Stub
1183475136,Start
1245374148,Stub
1245379554,Start
1228415190,Start
1245402550,Stub
1237265302,Start
1250599443,C
1246347372,Start
1232782976,C
1245380771,C
1245374666,Stub
1220769997,C
1245376617,Stub
1240939624,Stub
1247376048,Start
1242611945,Start
1243563371,Stub
1246263516,Start
1250709727,Start
1245395381,Stub
1230176939,C
1237261567,Start
1247693188,Start
1212687396,C
1247242676,Stub
1237261507,Start
1226325755,C
1242580877,C
1250491967,Stub
1117752666,Stub
1245961260,Stub
1067136662,Stub
1237264157,Start
1046006361,Start
1245374883,Start
1245374542,Stub
1225060231,C
1249497016,C
1241208220,Start
1245374586,Stub
1066093324,Start
1245378724,Start
1242126632,Start
1242257552,Start
1246459927,Stub
1245978368,Start
1245374454,Stub
1232199873,B
1245374793,Start
1247089625,Start
1245394398,Start
1247669907,Start
1244156514,C
1237263822,Start
1079840895,Stub
1173907794,Stub
1235204307,C
1216932338,Start
1249779544,GA
1224032323,Start
1239861059,Start
1236388821,Start
1090593974,Stub
1219669780,Stub
1200176178,Start
1123730836,Stub
1123554066,Stub
1226875792,Stub
1225610619,C
1218309623,Stub
1245455194,Stub
1243510259,Start
1246821242,Stub
1191591712,Start
1226922424,Start
1079886049,Stub
1237691839,Stub
1090468579,Start
1226775102,Stub
1132713774,Stub
1228551886,Stub
1223215475,Stub
1232133512,Stub
1227284229,C
1225635388,Start
1126117422,Stub
1248634872,Stub
1245495829,Stub
1177364352,Start
1080633319,Stub
1216629323,GA
1250542933,FA
1217471500,C
1115164729,Start
1249602665,C
1105545058,Stub
1205140753,Start
1144551736,Stub
1248009248,C
1147914902,C
1234751055,C
1149070233,Start
1172992483,Stub
1244903816,Start
1245495069,Stub
1246263655,C
1179322005,Start
1140361651,Start
1058540061,Stub
1248580125,Start
1214790691,GA
1244677659,B
1182389599,Start
1243330963,Stub
1161024456,Stub
1233546471,Stub
1224617580,Stub
1233502726,Start
1217126753,Stub
1231554975,Start
1064451133,C
1243935880,Start
1226329636,Stub
1243748019,Start
1245626600,Start
1112290249,Stub
1051591828,Start
1249790591,Stub
1225811527,Stub
1194388133,Stub
1149315537,Start
1215066294,Start
1235711895,Start
1243531072,Stub
1054937431,Start
1221734112,C
1243221482,GA
1226437075,Start
1206663730,Start
1165947877,Start
1139979372,Stub
1244830798,GA
1233502703,Start
1165734903,Stub
1241935456,C
1247883595,C
1250695986,B
1246136139,Start
1173454330,Start
1236837678,Start
1173778739,C
1231555121,Start
1222825457,Stub
1202217968,C
1224501115,Start
1243748075,Start
1247370963,Start
1044386557,Start
1233498632,Start
1198582609,Stub
1190357309,Start
1170437413,C
1242446129,Stub
1215561378,C
1171859695,Stub
1247370983,Start
1244463135,Stub
1183327367,Start
1225001639,C
1249920109,C
1229904524,Start
1227001179,C
1212308026,Start
1239031792,Start
1236873042,C
1029822060,Stub
1243748132,Stub
1136564688,Start
1162861355,C
1226460856,Stub
1140972331,Start
1179788619,Start
1143555621,Start
1247551813,Start
1109576011,Stub
1235733819,Start
1233472654,Start
1058900581,Stub
1178923770,C
1136613172,Stub
1233204055,Stub
1136573750,Stub
1216990637,Stub
1237243541,C
1189630357,Stub
1136575793,Stub
1188233504,Start
1073906467,Stub
1185742670,Start
1145182533,Start
1105018002,Stub
1237091310,Stub
1250351570,Start
1175107156,Start
1162194883,Start
1240180535,Stub
1154610749,Start
967051066,Stub
1226923015,Stub
1198222416,Start
1212616003,Stub
1060085965,Stub
1157335890,Stub
1205736909,Start
986218104,Stub
1197447438,Stub
1247671463,Start
1250417464,C
1076705305,Stub
1248386169,Start
1150559998,Start
1140545677,Stub
1225408958,Start
1029727171,Stub
1220863731,Start
1135378735,Stub
1157055139,Start
1242666773,Stub
1151281659,Start
1212917164,C
1192236303,Stub
1226645464,Start
1244820972,Start
1179648130,Stub
1105642733,Stub
1241911285,Start
1250135261,Start
986219619,Stub
1244960174,Stub
1151261156,Start
1205968589,Start
1211978424,Start
1244166908,Stub
1184305239,C
935053725,Start
1227847643,Start
1134603390,Start
1243793309,Start
1216960207,Stub
1010522641,Stub
1226646329,Stub
1154435788,Start
1245331050,Start
1068932528,Stub
1248979046,Stub
1214469646,Stub
1189186057,Start
1208918047,Start
1219966135,Stub
1142925183,Stub
1227518654,GA
1231708987,Start
1249373475,B
992221311,Stub
1153745598,Stub
1185452679,Start
1241844844,C
1200012565,Stub
1177822723,Start
1239849237,C
1220369102,C
1239045289,Stub
1218741477,Start
1177678990,Stub
1227518824,Start
1226589407,GA
1195939890,Start
1230312593,Start
1242157045,GA
1226316088,Stub
1229058411,Start
1208916358,Start
1102912474,Stub
1015285975,Stub
1250345133,Start
1242412154,Stub
1227718125,Stub
1234177241,C
1219316021,Stub
1064844718,Start
1250318982,C
1240877452,Start
1227642782,Start
1226514494,C
1227643398,C
1234930001,Start
1228024668,Start
1248877827,Start
1152217397,Start
1241231943,Start
1232585595,C
1237235215,C
1060153270,C
1242300969,Stub
1229796197,Stub
1175001666,Start
1247049881,C
1227059736,C
1202430663,Start
1218000288,Start
1191081387,Start
1224035109,Stub
1248791274,C
1248173582,Start
1245042669,C
1180933919,Stub
1224295220,C
1242397174,C
1244486253,Stub
1184510646,Start
1195934285,C
1117645422,Stub
1246499104,Start
1199631944,Stub
1231812222,FA
1246064910,GA
1153333232,Stub
1234052579,Start
1214253428,C
1208917045,Start
1100962574,Stub
1178476996,C
1182796131,Stub
1226004242,Stub
1194912644,Stub
1234976623,Start
1250050202,Start
1176588076,Start
1245241762,Start
1237350838,Start
1243511577,Start
1221047215,Start
1246064882,Stub
1198617659,C
1197296458,Start
1243518890,C
1247394394,C
1232482469,Start
1246418220,C
1227279651,Start
1156216427,Start
1226478932,Stub
1231181406,Start
1244979237,C
1250026721,Stub
1232135695,Stub
1247551254,Stub
1191964237,GA
1101206546,Stub
1101206516,Stub
1225818171,Stub
1232075289,Stub
1221098764,Stub
1240746354,C
1087824575,Stub
1246065514,Stub
1246064580,Start
1238920549,Start
1178155220,Start
1208121039,Stub
1159365191,Stub
1232431995,C
1221332843,Start
1228999761,Stub
1245729965,Start
1242250612,C
1146046975,Start
1088472912,Start
1226009834,Stub
1240167587,Stub
1176844004,Start
1223962625,C
1159362123,Stub
1247550991,Stub
1246786160,Start
1194157482,Start
1222167969,C
1218280310,C
1187809146,Start
1226520601,Stub
1242607162,Start
1241496689,Start
1249279029,C
1249739851,C
1233198027,Stub
1250027180,C
1234365972,Start
1242343796,Start
1217010787,Stub
1235664468,Stub
1246065571,C
1225265033,C
1248440839,Stub
1240160240,Start
1215311752,Start
1242153001,Start
1188242249,Stub
1184506048,Start
1014343460,Stub
1215311929,Start
1232333312,Stub
1239086809,C
1236766093,Start
1241175591,Stub
1168433608,Stub
1216910276,Stub
1246603749,Start
1246064759,Stub
1227609197,C
1245989144,Stub
1193380607,Start
1152369072,C
1149938942,Stub
1232432585,Start
1215320743,Start
1249997750,C
1226012000,Stub
1238466176,FA
1015210781,Stub
1239452174,Stub
1248725167,Start
1163771893,Start
1243281944,C
1215313537,C
1246449214,Start
1227539038,C
1240228814,Start
1191804969,Start
1201215647,Start
1247853934,GA
1240095314,GA
1247854957,FA
1247855190,C
1247853887,GA
1245624959,C
1249338218,C
1230117539,C
1236020876,Stub
1249080975,Stub
1222513400,Stub
1215313341,Start
1246065682,Start
1215314052,Start
1232505950,Start
1192998630,Stub
1215314827,Start
1022365931,Stub
1211256598,C
1248790402,C
1241904410,Start
1227658311,Stub
1236772129,Stub
1236777307,Stub
1177150880,Start
1242153020,Stub
1243679989,Stub
1215315466,Start
1244496816,GA
1250148087,Start
1242211308,Stub
1243605333,Start
1246703703,Stub
1215314240,Start
1244791314,Stub
1215315878,Stub
1189228353,Stub
1215314724,Start
1250344595,GA
1215315664,Start
1237335760,Stub
1215860047,Stub
1240500207,Stub
1187122509,Start
1101186643,Stub
1181274805,Stub
1246693713,B
1159601677,Stub
1236793256,Stub
1133046866,Stub
1241562603,Stub
1243979008,C
1208372103,Stub
1244548670,C
1245317002,Stub
1243474576,Start
1217932516,Stub
1240457984,Stub
1215314438,Start
1211235525,Stub
1235730767,C
1236795881,Stub
1183947838,Start
1236796256,Stub
1180593616,Start
1226314813,Stub
1151370568,Stub
1087648145,C
1231942275,C
1210082543,Start
1177650476,Stub
1194947033,Stub
1188858837,Start
1245373592,C
1188339738,Start
1240877830,Stub
1177650766,Stub
1188858797,Stub
1224650590,Start
1099231025,Stub
1231273948,Start
1196782670,Stub
1177347217,Start
1144174107,Stub
1210083613,C
1169933380,Start
1245373600,Start
1250704546,Stub
1115090605,Stub
1241452397,FA
1188917017,Stub
1108677667,Stub
1036478390,Stub
1227269939,Stub
1234386190,Start
1210189937,Stub
1245412082,C
1188339825,Stub
1207433410,Stub
1203399746,GA
1189278863,C
1186807529,Stub
1203177077,FA
1210083144,Start
1165935460,Start
1193864167,Stub
1216156762,Start
1220964955,Start
1227770299,Stub
1250357483,C
1236924018,Start
1221126119,C
1139020686,Stub
1219061952,Start
1240877157,Stub
1245618789,C
1250281251,C
1205964987,Stub
1197273116,Stub
1246524261,C
1227561394,C
1245373615,Start
1239820808,Start
1192257938,Start
1245372940,C
1222232537,Start
1250134288,Stub
1169934161,Start
1245373645,C
1245373664,Start
1065794809,Start
1140270731,Stub
1245373470,Stub
1169933560,Start
1248165000,Stub
1245372381,Stub
1210083781,Start
1210083818,Stub
1245373652,C
1087057198,C
1235897720,GA
1147278693,Start
1219791322,Stub
1177185207,Start
1214544169,Start
1240728343,C
987791661,Stub
1239004774,C
1227692854,Start
1219791544,Start
1245372417,Stub
1245373365,Start
1245373050,Start
1238454181,Start
1234388263,Start
1170350688,Start
1242193633,C
1239526756,Stub
1245373670,Start
1142166678,Start
1243165916,Start
1250459738,Stub
1212771736,C
1220263916,C
1227287425,Start
1227751790,GA
1242000913,Stub
1229174400,C
1243810904,Stub
1243810911,Stub
1243810923,Stub
1235862392,Stub
1096672232,Stub
1250510333,Stub
1249889245,Stub
1226287594,Stub
1193500276,Stub
1172072408,Start
1059652996,Start
1234647985,Start
1243757340,Start
1246668602,Start
1176698590,C
1244607980,GA
1247008320,C
1210437333,C
1243810993,Stub
1220226778,Start
1171497670,C
1243811022,Stub
1243811027,Stub
1220843919,Start
1243811051,Start
1079121769,Stub
1244202380,Stub
1227694880,GA
1243811080,Stub
1233102698,Start
1231164333,Start
1194560189,Start
1217047991,Start
1174776111,C
1221932398,Start
1243811102,Stub
1243811136,Stub
1059565834,Stub
1243808497,Start
1218269209,Stub
1178861440,GA
1243811146,Stub
1157572449,Start
1171902721,Start
1178094497,Stub
1207585856,Start
1250594773,FA
1230583945,Stub
1225861548,Start
1180554993,C
1177650613,Stub
1249031959,Start
1108720863,Start
1098278415,Stub
1234063279,Start
1217696496,Start
1240137941,Start
1223788177,Start
1146536611,Stub
1219533774,Start
1199699881,Stub
1148553193,C
1226983598,Start
1246435409,Stub
1240147077,C
1226331859,Start
1250160956,Stub
1151361877,Stub
1229939964,Start
1227015746,Start
1239668367,GA
1240148045,Start
1041211681,Stub
1221349803,Start
1225866384,Start
1241219287,Start
1108440685,Start
1243540290,Stub
1017007525,Start
1214426931,Start
1242817206,C
1177650482,Stub
1177650598,Stub
1231186334,Start
1009662257,Stub
1243811158,Stub
1094819140,Stub
1249720857,Stub
1152439979,Start
1102345166,Stub
1250196607,Start
1249317685,Stub
1242530072,Stub
1130454039,Stub
1235834775,Stub
1236990005,C
1144389013,C
1213485569,Start
1243871975,Stub
1232887754,C
1247622508,Start
1108077983,Stub
1217196175,C
1185921742,Stub
1207731827,C
1240166319,B
1216635216,Start
1242454262,Start
1227146224,Stub
1226461295,Stub
1246582918,Stub
1191501257,Stub
1250337903,C
1239810898,C
1211998269,C
1101613548,Stub
1140307699,Stub
1221994311,Stub
1249443443,Start
1246170190,Stub
1236321102,Start
1225864918,Start
1159473113,Stub
1248397829,FA
1216083405,Stub
1195939436,Stub
1224144854,Stub
872513852,Stub
1229277170,Stub
1213485215,Start
1231975933,Start
1179344861,Stub
1247480258,C
872461806,Stub
1162338564,Start
1177459663,Stub
1191590141,C
1193126229,Stub
1242127344,C
1175430342,Stub
1241145448,Stub
1235451008,Start
1240973609,C
1085015143,Stub
1246969392,Start
1246582150,Stub
1210732533,C
1232904571,Start
1240072329,Stub
1216869009,Stub
1237244682,Start
1246583396,Start
1241138604,Stub
1232905225,Stub
1246584115,C
1225804893,Start
1241826912,Start
1246582796,Stub
1246582387,Stub
1233081384,Start
1246581836,Start
1246581897,C
1246582371,Stub
1220158605,C
1246276668,C
1245058533,Start
1216583569,Stub
1209556113,Stub
1246583619,Stub
1246583602,Stub
1246583715,Stub
1218197818,Start
1235451028,Start
1240166225,Stub
1246583701,Stub
1197442605,Start
1246582411,Stub
1233099485,Start
1246581884,Stub
1233099801,Start
1246582394,Stub
1226080617,Stub
1236685196,C
1193587402,Stub
1241145426,Stub
1246286451,Start
1247033778,Start
1234717906,Stub
1246582974,Stub
1224512179,C
1233100674,Stub
1246581910,Start
1230256788,Start
1246583605,Start
1238013543,Start
1177713760,Stub
1170558228,C
1245229857,Start
1246254674,Start
1240382229,C
1245229831,C
1245234693,Stub
1245997885,FA
1245229882,Stub
1240166459,B
1245233082,Start
1245233259,Stub
1245236200,Start
1240083184,Start
1245229792,Start
1245229806,Stub
1222977958,Start
1117001263,Stub
1182205038,C
1241138610,Stub
1222254128,Stub
1230177446,Stub
1245233092,Start
1245229754,Start
1250403358,Start
1216025693,Stub
1240223372,Start
1246255193,Stub
1240176611,Stub
1245229841,Start
1245236501,Start
1215952443,Start
1229515337,Start
1183319623,Stub
1245229888,Stub
1245235873,Stub
1145659050,Start
1230172715,Stub
1245229862,Stub
1246254621,Stub
1037723664,Start
1247579845,Start
1246254698,C
1243521667,Start
1112864760,Stub
1234882199,Start
1213106474,Stub
1245233085,Stub
1245229750,Stub
1243512125,Stub
1173626216,Stub
1221854205,Start
1184527110,Start
1250271191,Stub
1245235975,C
1248682870,C
1249030421,C
1228551844,Start
1245235067,Start
1245235291,C
1222201469,Stub
1246254972,Start
1246254840,Stub
1245233277,GA
1245235981,Stub
1213699898,Start
1245706441,Stub
1246255201,Start
1245233340,Stub
1246254788,C
1028093034,Stub
1069225684,Stub
1245234381,Stub
1185742882,Start
1245235971,Stub
1220326566,Start
1236266474,Start
1245233403,C
1015926064,Stub
1227553742,C
1245238707,Start
1164689541,Start
1240167842,Stub
1245234958,Stub
1216456187,Start
1199118382,Start
1245235175,Stub
1249127568,Stub
1245477212,Start
1245236941,Stub
1161329015,Stub
1161329073,Stub
1244437288,Stub
1245232426,Start
1240223425,Stub
1246254780,Start
1250547066,C
1247090171,Stub
1245236372,Stub
1246255224,Start
1043132737,Stub
1247353598,Stub
1190414185,Stub
826516065,Stub
1152185896,Stub
1247163377,Start
1221600122,Start
976591922,Stub
1247354060,Stub
1226333799,Stub
1235566637,C
1196223038,Stub
1236977988,Stub
1159714281,Stub
1227758610,Start
1135246225,Start
1136343767,Stub
1248517558,Start
1246821116,Start
1146697785,Start
1186382326,Stub
1124446209,Stub
1243241622,Start
1247384439,Stub
1146539782,C
1246299510,C
1209020061,C
1156202898,C
1177650547,Stub
1154376625,Start
1146540238,Start
1146540347,Start
1242492711,Start
1234167840,C
1136366247,Start
1247355339,C
1175970303,Stub
1247355431,Stub
1223558585,C
1112682469,C
1177650425,Start
1146545045,C
1146545877,C
1054672013,Start
1246290098,Start
1221994066,Start
1131245612,Start
1197939649,Start
1141825144,Stub
1221206415,Start
1127419766,Stub
1249521619,GA
1188621879,Stub
1125303194,Start
1112278142,Start
1209006607,Start
1156020993,Stub
1053664162,Stub
1161287091,Stub
1230882624,Start
1053664236,Stub
1207925066,C
1221204219,Start
1246747483,C
1244086359,Start
1233422388,C
1176623737,Stub
1212136112,Start
1221364267,C
1053664863,Stub
1211274287,Start
1147505613,Stub
1176430546,Start
1240112055,Start
1249280194,Stub
1194658548,Start
1249285899,Stub
1053665874,Stub
1106155664,Stub
1158533179,Stub
1220065911,Start
1175866265,Start
1221395785,C
1247976741,C
1180021058,Start
1237115839,C
1178358315,Start
1247424323,C
1244131957,Start
1058408130,Stub
1158543582,Stub
1063619600,Stub
1207022384,GA
1234382434,C
1002487446,Stub
1248824563,Start
1243865684,Stub
1245170396,C
1178367789,Start
1087110784,Start
1169619132,Stub
1222118382,Stub
1003975565,Stub
1222311219,Start
1238913567,Start
1222118361,Stub
1222116000,Stub
1144900728,Stub
1247058625,Start
1222311350,Start
1092371503,Start
1222118321,Stub
1208171356,Start
1220759536,Stub
1220914008,Stub
1238913592,Stub
1192619706,Stub
1247069935,C
1143751403,Stub
1233508565,GA
956297870,Stub
1220914322,Stub
1232063930,Start
1159361259,Stub
1106097216,Stub
1226616767,Stub
1166323385,Stub
1196861935,Start
1053666295,Stub
1221588507,Start
1162646713,Stub
1187967160,Stub
1248921822,C
1208170811,Start
1220760182,Stub
1226227200,C
1248356984,C
1225809426,Stub
1239281067,Stub
1226873055,Start
1224803859,Stub
1225486364,Stub
956297739,Stub
1227663151,Stub
1222118589,Stub
1222276569,Stub
1225813983,Stub
1225144299,Stub
1226028337,Stub
1223311224,Stub
