rev_id,name
1171042170,Ahmadullah Wasiq
1136630194,Ali Mohammad (politician)
1244421894,Ali Pasha of Gusinje
1192928746,Azis Tahir Ajdonati
1236603169,Baktash Siawash
1250227174,Bardhok Biba
1217284690,Bislim Bajgora
1247131367,Daoud Naji
1239319380,Davood Moradian
1242412237,Fazal Hadi Shinwari
1136534788,Gholam Rabani Nasher
1136614778,Ghulam Faroq Nijrabi
1176507815,Ghulam Hassan Safi
1129192917,Ghulam Mohammad Rigi
1136614561,Gul Ahmmad Yama
1123824802,Hanifa Safi
1136614726,Hasan Ali Sultani
1198914812,Hysni Curri
1248264998,Ibrahim Dalliu
1244463139,Kastriot Berissa
1250227994,Kostandin Boshnjaku
1233490009,Mohammad Hashem Taufiqui
1178097642,Mohammed Qalamuddin
1185088733,Mohammed Tahir Omar
1229734414,Mohammed Zaman
1225457074,Mohammed Zia Salehi
1136630129,Nasruddin Mohseni
1184807608,Neritan Ceka
1209346411,Niazi Demi
1227179979,Pacha Gul Wafadar
1245217124,Qari Ziauddin
1222381064,Refo Çapari
1227951669,Saber Sangar
1189442848,Safet Butka
1204109653,Sardar Mohammad Nadir Naeem
1172646418,Sayed Nasim Mihanparast
1224650124,Spartak Braho
1198363158,Suhail Shaheen
1196422551,Uran Butka
1232389768,Wahidullah Waissi
1221605713,Ylli Asllani
1136614682,Zabih-U-llah Ghazi Noristani
1223903677,Zalmai Mujadidi
1150044800,Ziauddin (Afghan militia leader)
1240801210,Abas Ermenji
1244008227,Abdurrahman Dibra
1196135017,Adrian Neritani
1241836925,Afrim Tole
1209165678,Ahmed Dino
1098236555,Alfred Karamuço
1227369252,Ali Këlcyra
1243882903,Aqif Pasha Elbasani
1112281132,Artur Kuko
1220369492,Athanas Shundi
1229276965,Avni Rustemi
1229938943,Aćif Hadžiahmetović
1237006808,Bajram Kelmendi
1220757655,Bedri Pejani
1180949734,Behxhet Nepravishta
1222151681,Bujar Dida
1141930406,Chatin Sarachi
1173107489,Eduard Shalsi
1174010569,Elez Koçi
1236738861,Ferhat Bey Draga
1227760361,Gjon Markagjoni
1245450388,High Council of Regency
1218412314,Hysni Milloshi
1235824719,Ibrahim Karbunara
1228151428,Ibrahim Temo
1198167947,Kadri Prishtina
1237950375,Kristo Kirka
1236739222,Kryeziu family
1244486529,Kurt Agë Kadiu
1145510350,Mehmed Kalakula
1239924043,Mehmet Tahsini
1226635783,Mihal Grameno
1235824584,Musa Qazimi
1198219291,Mustafa Ndroqi
1244486537,Nebi Sefa
1236738502,Nexhip Draga
1198224146,Qamil Musa Haxhi Feza
1180949327,Rasih Dino
1180950488,Sabit Lulo
1230739582,Sabri Godo
1240539074,Sali Nivica
1186986269,Syreja Vlora
1234673487,Tefik Mborja
1241037317,Themistokli Gërmenji
1180949774,Thoma Orologa
1180950536,Xhavid Leskoviku
1209148780,Xhelal Koprëncka
1217259369,Xhelal Sveçla
1240443327,Ylli Vesel Shehu
1215667416,Ymer Prizreni
1218173615,Abdelhakim Belabed
1250270534,Abdelkader Zoukh
1245801726,Abdelkrim Benmbarek
1220757834,Abderrahmane Meziane Chérif
1203569345,Abdeslam Bouchouareb
1220281072,Abdyl Ypi
1176411375,Aboubakr Belkaid
1212186965,Ahmed Bidani
1226452639,Ahmed Hamiani
1214835889,Ali Aoun
1219685755,Aïssa Bekkai
1192088820,Basma Azouar
1237478919,Benaouda Hadj Hacène Bachterzi
1226437538,Bouras Djamel
1053460621,Brahim Chibout
1172500304,Brahim Djamel Kassali
1234096174,Chaâbane Aït Abderrahim
1218302579,Fatiha Serour
1217131488,Fayçal Bentaleb
1244337610,Fazia Dahleb
1242037866,Foued Chehat
1248318178,Hamza Al Sid Cheikh
1242619010,Hocine Cherhabil
1230623499,Ibrahim Boughali
1214832676,Kamel Beldjoud
1249963763,Kamel Bidari
1111537825,Lamine Bechichi
1235824554,Menduh Zavalani
1169278443,Mohamed Belouizdad
1235672021,Mohamed Bensalam
1224118485,Mohamed Bouslimani
1226553342,Mohamed Cherif Belmihoub
1226280389,Mohamed Seghir Babes
1241671793,Mohamed Tarek Belaribi
1227200392,Mokhtar Didouche
1226271746,Nadir Kassab
1213342432,Nassim Diafat
1099284595,Noureddine Bahbouh
1232492563,Rabah Bouaziz
1186319378,Rachid Bladehane
1240883461,Saïd Boualam
1230435685,Saïd Chibane
1134649751,Souad Bendjaballah
1213344636,Taha Derbal
1248230838,Visar Ymeri
1135323365,Visarion Xhuvani
1143896123,Xhezair Zaganjori
1186319308,Yahia Boukhari
1239235131,Youcef Belmehdi
1214834266,Youcef Chorfa
1218004839,Abdelhak Saihi
1212579707,Abderezak Sebgag
1218530483,Abderrachid Tabbi
1165626565,Abel Chivukuvuku
1124441544,Abraão Gourgel
1244123151,Adalberto Costa Júnior
1242000475,Adjany Costa
1209524394,Adão Francisco Correia de Almeida
1213778323,Ahmed Zeghdar
1172178750,Alexandre Sebastião André
1235394946,Amar Makhloufi
1226279231,Amar Mohammedi
1209514022,Ana Paula Chantre Luna de Carvalho
1177486404,Arlete Chimbinda
1233387309,Azzedine Mihoubi
1186318318,Bachir Messaitfa
1210193481,Bernarda Gonçalves Martins
1244511083,Brahim Merad
1241977204,Carolina Cerqueira
1053461144,Cherif Rahmani
1209522689,Diamantino Pedro Azevedo
1209514085,Faustina Fernandes Inglês de Almeida Alves
1217387083,Fiel Domingos Constantino
1212186286,Hichem Sofiane Salaouatchi
1220287872,Jeremias Chitunda
1209631313,Jesus Faria Maiato
1242307432,Jofre Van-Dúnem Júnior
1242307441,José Carvalho da Rocha
1242307337,José Luis de Matos
1227794006,João Baptista Borges
1191431794,Kafundanga Chingunji
1093124425,Kambamba Kulaxingo
1215901775,Kamel Rezig
1213795388,Kaoutar Krikou
1213794210,Karim Bibi Triki
1248662394,Laid Rebiga
1186317568,Lakhdar Rakhroukh
1226060720,Layachi Yaker
1213870570,Mohamed Ali Boughazi
1053469610,Mohamed Maghlaoui
1213404244,Naima Salhi
1242307496,Paulino Baptista
1158035855,Raul Danda
1229426851,Salim Saadi
1212181372,Samia Moualfi
1181986973,Sassi Lamouri
1226335614,Soraya Mouloudji
1214837789,Yacine Oualid
1214841607,Yassine Merabi
1194150567,Álvaro Arnaldo Craveiro
1247631794,Alex Browne (politician)
1227909121,Ana Paula Sacramento Neto
1219179734,Augusto da Silva Tomás
1142474441,Branca Manuel Espirito Santo
1241563135,Caleb Gardiner
1242813942,Cheryl Mary Clare Hurst
1241563106,Clement Antonio
1241563118,Colin O'Neil Browne
1187961349,Daniel Ntongi-Nzinga
1024544204,David Mendes
1220287990,Elias Salupeto Pena
1241977176,Fernando Faustino Muteka
1242307454,Francisco Manuel Monteiro de Queiróz
1241563122,Gail Christian
1242152285,James Carlisle
1242307359,Johnny Eduardo Pinnock
1246026420,Jonas Savimbi
1242307479,José Aníbal Lopes Rocha
1228399791,José Filomeno dos Santos
1242841039,José Jacinto Van-Dúnem
1154991360,José Ndele
1227004140,José Vieira Dias Van-Dúnem
1153488959,José da Rocha
1226309621,João Ernesto dos Santos
1240720719,Luzia Inglês Van-Dúnem
1242306989,Luís Gomes Sambo
1247632329,Mackenzie Frank
1233607984,Manuel Bernardo de Sousa
1209411144,Manuel Neto da Costa
1209411217,Manuel Tavares de Almeida
1250493481,Manuel Vicente
1209413818,Marcos Alexandre Nhunga
1218506469,Maria Cândida Pereira Teixeira
1209513699,Maria do Rosário Teixeira de Alva Sequeira Bragança Sambo
1243272129,Mfulupinga Nlando Victor
1241563130,Osbert Richard Frederick
1209410923,Paula Cristina Francisco Coelho
1209539718,Pedro Mutinde
1115715527,Pedro Pedalé
1118804168,Pinda Simão
1247631912,Randolph Beazer
1213836084,Rick James (actor)
1246271741,Rosa Luís de Sousa Micolo
1165626399,Santana André Pitra
1242306726,Saíde Mingas
1241563138,Shenella Mary Shadida Govia
825090349,Studiation Brown
1227026341,Tim Hector
1246340247,Wilfred Jacobs
1250666577,William Haynes-Smith
1166331326,Alberto Manuel Campos
1231276700,Alejo Castex
1241592542,Alincia Williams-Grant
1225811362,Antonio Bermejo
1243926512,Antonio Beruti
1241564686,Bernard Percival
1227620960,Carlos Corach
1209668330,Carlos de la Rosa
1247632248,David Massiah
1247631631,Dwayne George
1245130520,Dámaso Centeno
1248648606,Edmond Mansoor
1188044851,Exequiel Bustillo
1247632282,Fabian Jones
1162056054,Federico Helguera
1223272051,Germán Alfaro
1245178482,Guillermo Francos
1241564680,Harold Lovell
1250713562,Héctor Bidonde
1067754685,Héctor Toty Flores
1241592215,Jamale Pringle
1241592526,Joanne Massiah
1229623675,Joaquín Belgrano
1227458965,Joaquín Samuel de Anchorena
1241563151,Johnathan Joseph (politician)
1227459720,Jorge Coscia
1217815148,Juan Agustín Augier
1227499891,Juan Alemann
1225784914,Juan Carlos Del Bello
1148828249,Juan Fugl
1225793565,Juan José Gómez Centurión
1241592202,Kelvin Simon
1247632301,Kiz Johnson
1247514093,Knacyntar Nedd
1225793589,Luis Carlos Gómez Centurión
1234469779,Luis L. Domínguez
1232135530,Lázaro Chiappe
1227616001,Manuel José García
1233010330,Marco Aurelio Avellaneda
1135193654,Mario Cafiero
1227515965,Martín Guzmán
1241592535,Melford Nicholas
1243279888,Máximo Etchecopar
1247632342,Philip Shoul
1247632346,Rawdon Turner
1227517224,Rossana Chahla
1039135531,Santiago Gallo
1247632364,Shawn Nicholas
1225775647,Silvano Bores
1217815124,Uladislao Augier
1245068036,Abel Posse
1106856167,Aldo Pignanelli
1138003698,Alejo Peyret
1226445117,Alfredo Olmedo
1226040049,Amán Rawson
1214660728,Andrias Ghukasyan
1248572448,Andrés Larroque
1214660921,Aram Grigoryan (politician)
1214661551,Aram Manukyan
1227361697,Arístides Villanueva
1218601969,Ashot Arsenyan
1225799546,Carlos Kunkel
1199679676,Carlos Petroni
1245464700,Claudio Uberti
1016343362,Enrique S. Quintana
1217866134,Fernando Iglesias (Argentine politician)
1238199017,Fernando Nadra
1180063729,Gevorg Ghazaryan (politician)
1180063778,Gevorg Melik-Karagyozyan
1096175549,Guillermo Montenegro
1103745376,Gurgen Egiazaryan
1231768992,Hayk Chobanyan
1250311867,Hrant Maloyan
1222501416,Héctor Tizón
1191859791,Jorge Yoma
1166892817,Juan Mignaburu
1195011460,Juan Pablo Schiavi
1234698824,Julián de Leyva
1210493386,Khachatur Malumian
1210433646,Lucio Victorio Mansilla
1242262794,Marcelo Muniagurria
1248788227,Mariano Moreno
1247590161,Martín Menem
1166890663,Martín Sabbatella
1211044406,Miguel Ángel Pesce
1226313476,Mikayel Kotanyan
797826672,Mónica López (politician)
1222899462,Nicolás Massot
1225799869,Norberto La Porta
1214660598,Parunak Ferukhan
1240898573,Ricardo Kennedy
1228290809,Ruben Miroyan
1214661775,Ruben Mirzakhanyan
1193099129,Rómulo Sebastián Naón
1228141029,Santiago G. O'Farrell
1231946069,Tigran Karapetyan
1237979345,Tigran Khzmalyan
1224369324,Vahagn Hovakimyan
1214661649,Vahan Minakhoryan
1124301399,Vigen Chitechyan
1244617588,Alfons Adam
1215046038,Andreas Hörtnagl
1215044432,Anton Hofer
1214662146,Badal Muradyan
1200893975,Citizens' Ministry
1214682376,Count Václav Antonín Chotek of Chotkov and Vojnín
1215043825,Eduard Hedvicek
1216075327,Eduard von Grebmer zu Wolfsthurn
1232067132,Ernst Hampel (politician)
1244619292,Franz Dinghofer
1214236945,Franz Jetzinger
1223497595,Friedhelm Frischenschlager
1215043658,Friedrich Wilhelm von Haugwitz
1240224564,Gabriel Noradoungian
1249622641,Garo Paylan
1214662694,Genrikh Poghosyan
1231555745,George Abraham von Dyhrn
1240489075,Hans Ferlitsch
1226351964,Hans Peter Haselsteiner
1214670404,Heinrich Alfred Barb
1215044008,Hermann Stern
1243511026,Hrayr Tovmasyan
1225140706,Hugo Jury
1244447844,Ingo Appelt
1243510830,Ishkhan Saghatelyan
1214986895,Israel Ori
1214670744,Joseph Buttinger
1169137921,Joseph Kenner
1215045853,Jürgen Himmelbauer
1217803359,Karen Sargsyan (sociologist)
1214670011,Kegham Vanigian
1242771327,Konstantin Jireček
1228353209,Leopold Berchtold
1214669503,Martiros Sarukhanyan
1226152632,Maximilian Anton Karl, Count Baillet de Latour
1106829544,Michael Killisch-Horn
1233470777,Narine Tukhikyan
1215201883,Ohannes Tchekidjian
1215924661,Paul Paul
1237091760,Prince Carl of Solms-Braunfels
1243336388,Richard von Coudenhove-Kalergi
1222543352,Serop Zakaryan
1242552103,Sophia Kircher
1242146414,Suren Shadunts
1215046740,Theodor Kery
1216088776,Ulrich Habsburg-Lothringen
1243494457,Usub Bek Temuryan
1214669611,Vartkes Serengülian
1154443829,Walter Guggenberger
1215187552,Alexander Zach
1211047878,Aliabbas Salahzade
1231556425,Anton von Winzor
1215184008,Brigitta Pallauf
1215054758,Christoph Matznetter
1243965585,Curt Franz Wenzel Christoph Erdmann Graf Zedtwitz von Moraván und Duppau
1236388140,Dilara Aliyeva
1243626881,Elchin Afandiyev
1215483185,Elmar Lichtenegger
1215185845,Emil Sax
1161577254,Enver Alikhanov
1250642641,Fazail Agamali
1250188481,Ferdinand Mannlicher
1215054152,Franz Leitner (politician)
1228417930,Franz Moroder
1215186237,Georg Adam, Prince of Starhemberg
1238011369,Gerhard Pfanzelter
1215187415,Gisela Wurm
1235730032,Gottfried von Kühnelt-Leddihn
1236098636,Gregor Razumovsky (activist)
1246777408,Gundaker Thomas Starhemberg
1246630894,Heidemaria Onodi
1226214871,Heinz Nittel
1215185628,Horst Rosenkranz
1242810704,Hubert Klausner
1248404055,Johann Anton von Pergen
1226209962,Johann Gregor Memhardt
1215186443,Josef Staribacher
1248432097,Julius Lippert (historian)
1153989705,Julius Tandler
1215053905,Józef Kożdoń
1215054486,Jürgen Mandl
1231556362,Karl Freiherr von Vogelsang
1231556108,Karl Lütgendorf
1215186109,Karl Schmitzer
1240906258,Karl von Zinzendorf
1215186791,Leopold, Count von Thun und Hohenstein
1248552155,Leopold Poetsch
1230366514,Leyla Abdullayeva
1241392879,Martin Kocher
1223484511,Muzamil Abdullayev
1239601735,Peter Schieder
1240951343,Peter Strasser (politician)
1240127163,Reinhold Lopatka
1099978355,Renate Mann
1235856770,Sonja Zwazl
1240965677,Tarlan Aliyarbayov
1215185462,Thomas Prinzhorn
1249288737,Walter Pfrimer
1242446030,Wladimir von Pawlowski
1241052691,Abdurrahman Fatalibeyli
1243747432,Afshan Gadimbeyova
1187254621,Ahmad Kordary
1157124148,Ajdar Ismailov
1247420701,Akram Aylisli
1237483914,Ali Asadov
1245270394,Ali Huseynli
1244157806,Ali Ibrahimov
1245282668,Ali M. Hasanov
1246588423,Alisahib Huseynov
1207738330,Alovsat Bakhshiyev
1245270299,Anar Karimov
1147579900,Arastun Javadov
1246060446,Araz Alizadeh
1235219197,Asaf Hajiyev
1213943020,Ashraf Bey Taghiyev
1246060690,Bakhish bey Rustambeyov
1217681945,Boris Kevorkov
1245503366,Chimnaz Aslanova
1246286594,Farhad Hajiyev
1243509483,Fazail Ibrahimli
1246060699,Garib Karimoğlu
1234004989,Gudrat Gasanguliev
1243520102,Gurban Khalilov
1239189558,Haji Molla Ahmad Nuruzade
1244589428,Hasan Hasanli
1236490430,Hasan Majidov
1199215674,Huseyngulu Baghirov
1011331249,Ilham Madatov
1225308278,Irshad Aliyev
1248447237,Jamil Hasanli
1228687346,Jeyhun Jalilov
1226230854,Lutfali bey Behbudov
1248225337,Majnun Mammadov
1243510539,Makhmud Mamed-Guliev
1244201378,Mamed Iskenderov
1237445893,Mammad Gurbanov
1226415908,Mirgasim Cheshmazer
1236490449,Musa Hacigasimov
1243510550,Musa Mammadov
1248662299,Ramin Mammadov
1250266366,Rovshan Javadov
1222623261,Saftar Jafarov
1207600921,Sahil Babayev
1067081975,Solomon Grobshtein
1232296078,Teymur Guliyev
1249203876,Vidadi Isgandarov
1208072134,Vilayat Eyvazov
1224596001,Zakir Hasanov
1223700072,Abdulla Adel Fakhro
1182830303,Abdullah bin Isa Al Khalifa
1243510547,Abid Sharifov
1063482737,Ahmed Behzad (Bahrain)
1231654401,Ammar Al Bannai
1227286508,Aymen Tawfeeq Almoayed
1249675761,Bakhtiyar Vahabzadeh
1162793449,Charles Carter (Bahamian journalist)
1206211739,Eldar Namazov
1194162044,Elshad Mirbashir oghlu
1181612386,Eugene Dupuch
1218302538,Faisal al-Hamar
1248662296,Fuad Naghiyev
1142294843,Harold Christie
1148385245,Hasan Seyidov
1198202282,Hasan Seyidov (scientist)
1106104383,Huseyn Rahmanov
1243510572,Ikhtiyar Shirinov
1098344827,Isa bin Abdulrahman Al Hammadi
1146485875,Isa bin Ibrahim Al Khalifa
1148959062,Jameel Humadan
1248344476,James Carmichael Smith (postmaster)
1177286981,Jawad Fairooz
1177467150,Joseph Robert Love
1215486840,Kamal Ahmed (politician)
1243023554,Keith Bell (Bahamian politician)
1215466172,Khalid Almoayed
1161492589,Mahmood Al Bahrani
1185599926,Mammad agha Shahtakhtinski
1238577650,McKell Bonaby
1006173162,Mohamed Ali Hasan Ali
1171757402,Mohammed Isa Al Abbasi
1241255046,Movsum Samadov
1159628135,Nabeel bin Yaqub Al-Hamar
1158375491,Namig Nasrullayev
1241906132,Nazar Al Baharna
1243510541,Nurali Yusifbayli
1226025677,Pakesia Parker-Edgecombe
1213858589,Parviz Shahbazov
1099067663,Qasim Fakhro
1208078338,Rovshen Rzayev
1245157534,Sadig Rahimov
1213002608,Shirali Akhundov
1243520070,Siyavush Novruzov
1193027962,Suleyman Rahimov
1210593900,Tahir Mirkishili
1245586658,Timothy Donaldson
1208077047,Vugar Mustafayev (minister)
1243510546,Yusif Ziya Talibzadeh
1213965350,Zahid Oruj
1245380545,AKM Fazlul Kabir Chowdhury
1246694478,AKM Hafizuddin
1245374567,Abdul Motaleb
1195787872,Abdulhussain bin Ali Mirza
1219928150,Abdulla Hassan Saif
1241499929,Abdullah bin Hamad bin Isa Al Khalifa
1227285970,Abdullatif Al-Mahmood
1235804624,Abdulrahman al-Nuaimi
1245374007,Abdus Salam (Chattogram politician)
1232200030,Abul Hashim
1244755894,Ahmed Al-Salloum
1221144846,Ahmed bin Mohamed Al Khalifa
1250591636,Ali bin Khalifa Al Khalifa
1239617504,Ali bin Saleh Al Saleh
1175807916,Aminul Islam Chowdhury
1245379837,Aminul Islam Rabel
1140605737,Ammar Qambar
1245395466,Anwarul Karim Chowdhury
1245380479,Ashab Uddin Ahmad
1246126702,Birendra Kishore Roaza
1242147738,Bishnu Chattopadhyay
1237261756,Chowdhury Shamsuddin Ahmed
1006167519,Essam Khalaf
1172576081,Fahmi al-Jowder
1245375794,Farid Ahmed
1232948277,Hala bint Mohammed Al Khalifa
1233118749,Hamad Al Kooheji
1156409493,Ibrahim ibn Khalifa Al Khalifa
1249444464,Isa Qassim
1209519423,Khalid Al Maskati
1242815841,M Hossain Ali
1217876419,Mai bint Mohammed Al Khalifa
1250294465,Mohammad A. Arafat
1245377984,Mohammad Manjur Alam
1063213013,Mohammed Al-Buainain
1244455253,Mohammed bin Khalifa bin Ahmed
1202322111,Mohammed bin Khalifa bin Ali Al Khalifa
1166369458,Moinuddin Ahmed Chowdhury
1245380189,Muzaffar Ahmed (NAP politician)
1236303322,Nurul Huq Bhuiyan
1247061966,Oli Ahad
1247375502,Rasheed Mohammed Al Maraj
1250494329,Salman bin Hamad Al Khalifa
1247375519,Salman bin Khalifa Al Khalifa
1245377291,Sarwar Jan Chowdhury
1098699647,Saud Kanoo
1183475136,Selina Banu
1245374148,Shafiqur Rahman Badsha
1245379554,Shahinur Pasha Chowdhury
1228415190,Yusuf Ali Chowdhury
1245402550,AKM Fazlul Haque (Jatiya Party politician)
1237265302,Abdul Halim Ghaznavi
1250599443,Abdur Rahim (scholar)
1246347372,Abul Kalam Shamsuddin
1232782976,Abul Kashem
1245380771,Abul Kashem Khan
1245374666,Asheq Ullah Rafiq
1220769997,Badruddin Umar
1245376617,Badruddoza Ahmed Shuja
1240939624,Debendra Nath Ghosh
1247376048,Devasish Roy
1242611945,Elliott Belgrave
1243563371,Fazlul Haque Montu
1246263516,Ferdous Ahmed Qureshi
1250709727,Golam Maula Rony
1245395381,Habibar Rahman
1230176939,Haji Mohammad Danesh
1237261567,Hatem Ali Khan
1247693188,Husam Uddin Chowdhury Fultali
1212687396,James Leo Ferguson
1247242676,Jyotirindra Bodhipriya Larma
1237261507,Kazi Abdus Shahid Lal
1226325755,M. Anwar Hossain
1242580877,M. M. Rahmatullah
1250491967,Mahmudul Haque Sayem
1117752666,Manik Lal Ray
1245961260,Manjurul Imam
1067136662,Maulana Shakhawat
1237264157,Mohammad Sultan
1046006361,Mohammad Toaha
1245374883,Mohammad Zillur Rahman
1245374542,Moin Uddin (politician)
1225060231,Muhammad Bayazeed Khan Panni
1249497016,Muhammad Hamidullah Khan
1241208220,Mujahidul Islam Selim
1245374586,Mujibur Rahman (Chattogram politician)
1066093324,Mushrefa Mishu
1245378724,Nozir Hossain
1242126632,Pulin De
1242257552,Ranesh Das Gupta
1246459927,SM Nuruzzaman
1245978368,Shafiul Alam Chowdhury Nadel
1245374454,Shamima Harun Lubna
1232199873,Shamsul Huda Panchbagi
1245374793,Sourendra Nath Chakraborty
1247089625,Syed Muhammad Ibrahim
1245394398,Syed Najmuddin Hashim
1247669907,Syed Sayedul Haque Suman
1244156514,Yar Mohammad Khan
1237263822,Zahidunnabi Dewan Shamim
1079840895,Adrian Forde
1173907794,Alaksandar Dubko
1235204307,Aleksandr Potupa
1216932338,Alexander Radkov
1249779544,Aliaksandr Azarau
1224032323,Anatoĺ Kalinin
1239861059,Chad Blackman
1236388821,Charles Duncan O'Neal
1090593974,Colin Everett Jordan
1219669780,Crystal Haynes
1200176178,Cynthia Y. Forde
1123730836,Damien K. A. Griffith
1123554066,Davidson Ishmael
1226875792,Dwight Sutherland
1225610619,Gennady Grushevoy
1218309623,Glyne Murray
1245455194,Ian Gooding-Edghill
1243510259,Ivan Kubrakov
1246821242,Jan Pazniak
1191591712,John Andrew King
1226922424,Kerrie Symmonds
1079886049,Kirk Matthew Humphrey
1237691839,Lyavon Barshchewski
1090468579,Michael A. Carrington
1226775102,Moshe Gutman
1132713774,Philip St. Hill
1228551886,Pyotr Prakapovich
1223215475,Reginald Farley
1232133512,Ryan Straughn
1227284229,Samuel Jackman Prescod
1225635388,Santia Bradshaw
1126117422,Shanika Roberts-Odle
1248634872,Shantal Munro-Knight
1245495829,Siamion Domash
1177364352,Siarhei Cherachen
1080633319,Sonia Browne
1216629323,Symon Rak-Michajłoŭski
1250542933,Tadeusz Kościuszko
1217471500,Tamaš Hryb
1115164729,Tsimafei Dranchuk
1249602665,Uladzimir Mackievič
1105545058,Uładzimir Hančaryk
1205140753,Uładzisłau Kazłouski
1144551736,V. L. Mukha
1248009248,Valery Levaneuski
1147914902,Vladimir Kumets
1234751055,Voĺha Karač
1149070233,William Fondleroy Duguid
1172992483,Yury Ambrazevich
1244903816,Zmitser Dashkevich
1245495069,Aleksandr Turchin
1246263655,Aliaksandr Shakutsin
1179322005,Antoine Brun
1140361651,August De Boodt
1058540061,Auguste Couvreur
1248580125,Dirk De fauw
1214790691,Dominik Semashko
1244677659,Edward Woyniłłowicz
1182389599,Eugène Goblet d'Alviella
1243330963,Fernand Cocq
1161024456,Frank Beke
1233546471,François-Philippe de Haussy
1224617580,Françoise Dupuis
1233502726,Gustave Boël
1217126753,Guy Hance
1231554975,Herman Baltia
1064451133,Ihar Rynkevich
1243935880,Ivan Yermachenka
1226329636,Jacques Grippa
1243748019,Jan Béghin
1245626600,Jan Stankievič
1112290249,Jean-Pierre Grafé
1051591828,Joris Helleputte
1249790591,Jos Dupré
1225811527,José Desmarets
1194388133,Jules Hiernaux
1149315537,Julien Goekint
1215066294,Julius Hoste Jr.
1235711895,Lucienne Herman-Michielsens
1243531072,Manuel Abramowicz
1054937431,Marc Drumaux
1221734112,Marcel de Baer
1243221482,Mikola Statkevich
1226437075,Nico Cué
1206663730,Nikolai Shelyagovich
1165947877,Norbert De Cuyper
1139979372,Norbert Hougardy
1244830798,Pierre David (mayor)
1233502703,Pol Clovis Boël
1165734903,René De Feyter
1241935456,Rudy Aernoudt
1247883595,Sergei Tikhanovsky
1250695986,Valery Sakhashchyk
1246136139,Veerle Geerinckx
1173454330,Victor de Laveleye
1236837678,Vladimir Rusakevich
1173778739,Yury Voskresensky
1231555121,Édouard Descamps
1222825457,Émile Coulonvaux
1202217968,Émile van Dievoet
1224501115,Adolphe Van Glabbeke
1243748075,Ahmet Koç (politician)
1247370963,Alexander Albert Hunter
1044386557,Alfons Siffer
1233498632,André-Eugène Pirson
1198582609,André Kempinaire
1190357309,André Molitor
1170437413,Arnauld Antoine Akodjènou
1242446129,Basilio Ah
1215561378,Bert Tucker
1171859695,Beverly Castillo
1247370983,Charles Bartlett Hyde
1244463135,Cyrille Tahay
1183327367,Dorah Ilunga
1225001639,Elfreda Reyes
1249920109,Father Samuel
1229904524,Fientje Moerman
1227001179,Gaëtan Van Goidsenhoven
1212308026,Georges Kaeckenbeeck
1239031792,Glenn Godfrey
1236873042,Gustave Rolin-Jaequemyns
1029822060,Hippolyte Rolin
1243748132,Jacques Timmermans
1136564688,Jacques Van Gompel
1162861355,Jacques van Ypersele de Strihou
1226460856,Jean-François Istasse
1140972331,Jean-Marie Piret
1179788619,Jean Pede
1143555621,Jean Richardot the Younger
1247551813,Johan Verbeke
1109576011,Joseph Houssa
1235733819,Lodewijk Verreycken
1233472654,Louis-Joseph Seutin
1058900581,Louis Waltniel
1178923770,Luc Michel
1136613172,Marcel Van Langenhove (referee)
1233204055,Marjet Van Puymbroeck
1136573750,Milou Jeunehomme
1216990637,Nemencio Acosta
1237243541,Pierre Emmanuel Félix Chazal
